ensembl_gene_id,chromosome_name,description,external_gene_name,logFC,AveExpr,t,P.Value,adj.P.Val,B
ENSDARG00000039951,25,si:ch211-87j1.4 [Source:ZFIN;Acc:ZDB-GENE-131127-49],si:ch211-87j1.4,0.8274349013608949,0.8348696097126729,3.554624344873284,0.0052731346426570305,0.7643347482775856,-3.423058460725821
ENSDARG00000019588,2,chico [Source:ZFIN;Acc:ZDB-GENE-000210-28],chico,-1.338458700054937,2.6990781965365547,-3.5472014462875694,0.005338524039198719,0.7643347482775856,-2.6998622152065455
ENSDARG00000039501,5,"UDP glucuronosyltransferase 2 family, polypeptide A6 [Source:ZFIN;Acc:ZDB-GENE-081104-3]",ugt2a6,-1.9562747013939163,0.44354925056160077,-3.5415528516010224,0.005388846813238662,0.7643347482775856,-3.455462204196645
ENSDARG00000098647,7,ankyrin repeat and death domain containing 1A [Source:ZFIN;Acc:ZDB-GENE-070615-8],ankdd1a,0.7940434437097356,1.5393354602592548,3.539078994475526,0.005411040910439838,0.7643347482775856,-3.2178567729686254
ENSDARG00000100938,5,histidine triad nucleotide binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-070410-139],hint2,0.38481572990136403,3.330963648082494,3.525850530857694,0.00553133930425281,0.7643347482775856,-2.5763075873766783
ENSDARG00000095147,22,keratin 96 [Source:ZFIN;Acc:ZDB-GENE-030131-221],krt96,-0.7959414024001333,3.285863008504009,-3.5216688438021917,0.005569941560041357,0.7643347482775856,-2.533260402740997
ENSDARG00000098800,22,zinc finger protein 1156 [Source:ZFIN;Acc:ZDB-GENE-050208-787],znf1156,-0.5306653478551441,3.9153111425958023,-3.520070341998179,0.005584771462671859,0.7643347482775856,-2.387319149803907
ENSDARG00000006060,4,crystallin beta-gamma domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-030131-7179],crybg1b,0.3151373161483952,4.809291595787435,3.5119118151553814,0.005661101438952659,0.7643347482775856,-2.247383831555301
ENSDARG00000029841,22,transmembrane serine protease 9 [Source:ZFIN;Acc:ZDB-GENE-050208-573],tmprss9,-0.49281258779858367,4.2589062217448275,-3.5105012596663965,0.005674407663696272,0.7643347482775856,-2.3245514204441626
ENSDARG00000030803,10,zgc:110006 [Source:ZFIN;Acc:ZDB-GENE-050522-119],zgc:110006,1.131871603695879,0.3344377568013608,3.507710404252057,0.005700830319216384,0.7643347482775856,-3.612010661735556
ENSDARG00000098681,22,NULL,CU207221.1,-0.36602253797399337,4.974334775308819,-3.507026640585758,0.005707323337752905,0.7643347482775856,-2.225796856175092
ENSDARG00000008275,24,kelch-like family member 24b [Source:ZFIN;Acc:ZDB-GENE-040426-1185],klhl24b,0.7805235163162977,4.171993380387402,3.496515578106043,0.005808106575637212,0.7643347482775856,-2.38427695233489
ENSDARG00000095135,4,si:ch73-266f23.1 [Source:ZFIN;Acc:ZDB-GENE-110913-180],si:ch73-266f23.1,-0.4686119233215058,2.6656168516092986,-3.488471609431519,0.005886479167460738,0.7643347482775856,-2.7976027782889807
ENSDARG00000034956,19,"MYCL proto-oncogene, bHLH transcription factor b [Source:ZFIN;Acc:ZDB-GENE-030131-5561]",myclb,-0.3976164247536812,4.769442900859951,-3.483413528575492,0.005936320472879605,0.7643347482775856,-2.2735994560566084
ENSDARG00000029230,16,purine nucleoside phosphorylase 4b [Source:ZFIN;Acc:ZDB-GENE-040426-1887],pnp4b,0.7668390972883733,0.9985077007311047,3.477124697925773,0.005998899527867875,0.7643347482775856,-3.4181005566428624
ENSDARG00000028306,11,peripherin [Source:ZFIN;Acc:ZDB-GENE-990415-207],prph,0.356125397153032,5.05106058226721,3.4644023936478208,0.006127594511572081,0.7643347482775856,-2.2726542339603615
